-3.054139520353898547e+02,8.880407705600444501e+01,-4.221988859697818341e+00,7.940947553142246207e+00,-8.386306888217956446e-02,6.630711887663875537e+00,-4.601025609406176109e+00,-9.577129076998975421e+00,-7.493051485378401821e+00,-1.582770303733560624e+01,-1.836150701239758476e+01,-3.430283421202815042e+00,1.548201810149854696e+00,-8.170129431135510600e+00,-6.151992710162439870e+00,3.958636799598433065e+00,-1.446964533440497647e+01,-9.235001617626721782e+00,-1.425784196921535685e+00,-8.319951289092930580e+00,-1.425797116957535238e+01,-3.874334624749552258e+00,-9.910423720021393379e+00,-7.449113256245984083e+00,-8.822605846866803603e+00,-4.007438779684091124e+00,-8.743182221592279646e+00,-5.305705061901310415e+00,-6.157498742923203316e+00,-3.432679482303593321e+00,-4.297731830261072972e+00,-5.709838664425097576e+00,-5.491100764277708102e+00,-5.594744291987428397e+00,-6.233089568519081247e+00,-1.124390079774346907e+00,-7.033057273261031028e+00,-2.044775840339850159e+00,6.026347043123521097e-01,-6.002970036903614304e-01
-2.842053794409545162e+02,9.311383058356206277e+01,-2.507024357369562750e+01,2.040721783072887519e+01,-1.311146578928690509e+01,1.245859621019184571e+00,-2.358512678763340986e+01,-2.044759552646304002e+01,-1.915575345360581849e+01,-2.217608948231736221e+01,-4.366772389822513922e+00,-2.584953034042870712e+01,-1.607093165016071623e+01,9.384316783078376911e-01,-1.912440300581705088e+01,-1.219746591801949087e+01,1.667088870980407700e+00,-1.265002482919187088e+01,-4.444407438600742388e+00,2.031992484875366323e+00,-2.966946249727626217e+00,1.471460812651533390e+00,-8.260635864891838764e+00,1.641789194616704028e+00,4.516561826094379839e+00,-1.904320026942315502e+00,2.040748479472767940e+00,-2.599289452422570701e+00,2.100428116957043123e+00,9.584905753697829933e-01,1.615526089977789237e+00,6.643150835217656036e-01,-2.047413112485270137e+00,1.815126990493263648e+00,-3.127449795862828896e+00,1.196400883912453195e-01,-1.200933259682312571e+00,-3.171616712871015320e+00,2.173039255054838303e+00,-2.748545046481539078e+00
-2.868329990203139346e+02,1.042603665597141429e+02,-3.144922305103878202e+01,1.702234151939973472e+01,-1.591878519145801363e+01,-4.236668807124905456e+00,-1.223079288297680556e+01,-2.532748371618102823e+01,-2.237728655423434176e+01,-2.424359893921662135e+01,-4.150292198322683035e+00,-1.568594644854960052e+01,-1.923795514917349081e+01,2.319908990086035239e+00,-1.405921069297193782e+01,-1.540259494036492427e+01,2.419907121560065821e+00,-1.076369234371464323e+01,-7.113884172740249312e+00,1.424575819541448185e-01,-3.611220956780279767e+00,1.167481648579055786e+00,-4.744451426890809564e+00,-2.611759245905593829e+00,-2.358246835170821232e+00,-4.653618339983019325e+00,-9.596042717656725340e-01,-6.118700942945213050e+00,-1.700018122442706670e+00,2.291204921504596204e+00,1.019971595610621673e+00,1.727935563938279850e+00,1.540878544830357022e+00,4.776503908855495695e+00,2.685209517166124993e+00,1.278852992445680625e+00,3.299124861251439889e+00,-1.155716789427464919e+00,-2.036963729158791925e-01,-8.934918676945349247e-01
-2.919816394638285715e+02,9.528244204948821050e+01,-4.962127478400329750e+01,1.521817820781586050e+01,-2.021473382830736298e+01,-7.627082275664514022e+00,-1.672024445893042355e+01,-2.472465929987880884e+01,-1.804520060044184504e+01,-2.675436998520379106e+01,-4.175973534952394317e+00,-1.944596050162729384e+01,-1.970943230052233019e+01,5.086684447064198977e+00,-1.562745138171152526e+01,-1.432224830703943041e+01,4.307562800444372009e+00,-4.501476957061652406e+00,-4.702116215218626327e-01,1.799371104687346179e+00,-2.232461592415840634e+00,2.442502209147929815e+00,-5.759907504260632471e+00,-2.690081465308820974e+00,-5.751923987732997512e-01,-3.934691868887251864e+00,9.104133876004991688e-01,-3.808301124569603235e+00,-1.777316578925894230e+00,-5.961188069603937656e-01,4.138435242939431102e-01,2.681194150496737372e+00,-1.605609343945530565e+00,4.641179779803626393e-01,-2.878950151671124225e+00,-2.519249500527339425e+00,-2.908646598976331599e-01,-1.504408048108365037e+00,2.359105358995693180e+00,2.325538053822503171e-01
-3.279450817183325739e+02,1.108088712563417744e+02,-3.192232471118724391e+01,1.668969632129189407e+01,-1.646524385131716528e+01,-6.293436689162106745e+00,-2.389744679572713082e+01,-2.638723412653072486e+01,-1.527199670961081956e+01,-2.212169846466240841e+01,-9.682045215171289243e+00,-1.504878013576465889e+01,-1.076774473896501760e+01,-3.332232644822872292e+00,-1.186006285288801365e+01,-9.296332300201456178e+00,-5.951147356108376307e+00,-4.467944963512397116e+00,-8.825508035403458962e+00,-3.018822364704805583e+00,4.030260316150998001e+00,-7.885227770294265248e+00,-2.473348035291140334e+00,1.996021730684406803e+00,-6.067583726668769550e+00,-4.471659907908010489e-01,-4.911670996956233104e+00,-5.657941926707836799e+00,-5.369409421397086213e+00,-6.019128210065466611e+00,4.941650730070396569e-01,-3.782380914979011077e+00,2.402438257461708471e+00,5.450721552498945854e+00,5.422805505616911326e+00,7.150706951790541943e+00,3.327204359727025107e+00,4.820375062128148258e-01,9.896553252610623685e-01,-6.317483660310356797e-01
-3.095907143698927371e+02,7.608026342529882413e+01,-2.145744665916381777e+01,2.485747761826254632e+01,-1.963612847150565699e+01,-3.084418758845848263e+00,-2.675544090121048413e+01,-1.426587118444360414e+01,-1.837694889848868485e+01,-2.096039936313155394e+01,-8.561816054996699066e+00,-2.175531344077917240e+01,-1.178973644788758790e+01,-3.744401832851324219e+00,-1.782603576200891382e+01,-1.106838946807439683e+01,-9.153198090052231395e-01,-7.592810578509456398e+00,-6.154809087733132067e+00,-2.151787948924162031e+00,2.689918318479445958e+00,1.304705028840702052e+00,-4.723136561106743514e+00,7.135095553694708492e+00,1.942656651923130084e+00,2.857204343079456255e+00,-1.179731595746103812e-01,-3.631731395769163484e+00,-7.696032567411545955e-01,-8.367875771491380954e-01,2.470010955292893051e+00,-4.766044949426316180e+00,4.562341388655961616e-01,-2.917762572410168787e+00,-8.018262322004495735e-01,-3.673776759984230811e+00,-2.745541844805252651e+00,-4.818883073504748316e-01,-3.480163546351931814e+00,-1.539285063101351492e+00
-3.509976787618537060e+02,9.775313672751536842e+01,-1.374076082423344936e+01,1.808960695566359789e+01,-1.145383454060200989e+01,-6.589389278967184183e+00,-1.226624090630092745e+01,-2.027807959836923146e+01,-1.108492803293134266e+01,-2.209530103774517684e+01,-2.124488646272285308e+01,-1.377793693372798245e+01,-1.140782822867403112e+01,-6.444669976193798000e+00,-8.830771367985869702e+00,-1.184313653557647505e+01,-4.847794062718944197e+00,-5.696212827318121619e+00,-7.007381912302461657e+00,-1.768199611867532772e-01,-3.498570118057798162e+00,-8.661036392835733011e+00,-5.291499408170153629e+00,-2.816883473567956653e+00,-4.739684352255446598e+00,-3.602966866436795979e+00,-2.204982468866280687e+00,-5.455576726550300792e-01,2.096787461268768027e+00,3.902965582528385546e+00,5.415699400889872450e+00,5.433561764676353434e+00,4.238569849382650467e+00,2.310444738497600958e-01,1.295305957513200323e-01,6.496233301933779236e-01,-9.250524844993351925e-01,-1.244311596882480053e+00,-9.068025416154897878e-01,-1.737860717921487552e+00
-2.596951472581339431e+02,8.122746485977724262e+01,-3.965858867104545027e+01,1.801237629862668044e+01,-2.639796562551747172e+01,3.351180231849529845e-01,-2.007452323566354835e+01,-1.827929748227817797e+01,-2.520668329821407383e+01,-2.284106919783852518e+01,-1.287736564262451822e+01,-2.191051294519285975e+01,-1.297290798929176603e+01,-5.341425097096265340e+00,-1.586383632090657869e+01,-1.356933569977040221e+01,-9.113486890088473569e-01,-5.527017358931275659e+00,-5.725372993981805436e+00,-7.615452721457190988e-01,5.679826276697950149e-01,3.912637225217166392e+00,-2.417182579285620747e+00,3.635868637706688222e+00,4.965503742337074478e+00,3.343636204854496530e+00,2.290253746054394135e+00,-3.865689624507842925e+00,-1.898684919092273882e+00,1.472834836462451613e-01,1.135614825421874308e+00,-3.245211413560544322e+00,-8.945485041997066622e-01,-2.081233788153864950e+00,2.615946989686910307e+00,-1.765854451185182583e-01,-2.279335777432315524e+00,-1.042333440033091696e+00,-5.057374069241610259e-01,-1.238419383820351882e+00
-3.115991895162876517e+02,7.265794941355562742e+01,-3.107597647297856369e+01,3.313816371461319932e+01,-1.850403036391526612e+01,5.668709121814823337e-01,-3.094223736087936771e+01,-5.696369454540413102e+00,-1.221929092575886777e+01,-1.621791832320043625e+01,-8.504969818811103366e+00,-9.995652113728290544e+00,-9.074962812652568545e+00,-5.897849171832376669e+00,-3.101455881683155447e+00,-1.096683762114685479e+01,-3.386946588318531681e+00,-8.599487877050790985e+00,-1.153095988540971106e+01,-6.740627630030322059e+00,-9.890824803423182487e+00,-2.236213572572697039e+00,-6.148850532725690599e+00,3.795134534033778539e+00,8.918377486540788324e-01,1.527104062615206814e+00,1.843095326972114256e-01,-3.457873174496516100e+00,-1.165386206289033666e+00,-3.429299232450476520e+00,2.987241210974504568e+00,-1.635954639579518810e+00,2.841564369862400241e+00,-1.088798600716383902e+00,3.796205718265025286e+00,5.096652597163048304e-02,2.217799902536308210e+00,-6.069268566491746730e-01,-6.698994395455898365e-02,-5.722588876191763152e-01
-2.976273365811929352e+02,7.203281939194958738e+01,-3.431825247397184597e+01,3.357634979215501403e+01,-1.093027375868057760e+01,-1.056846342369065939e+00,-2.100733582165045377e+01,-1.357415220888761098e+01,-7.889442368811848461e+00,-2.369911639723849106e+01,-3.540840591271295690e+00,-5.462284691940509695e+00,-1.160292810926784846e+01,-8.859428163639019305e-01,-4.790536359758492679e+00,-1.029740157590008032e+01,-1.918876964060549417e+00,-5.432379290059393462e+00,-7.944136456088422449e+00,-9.184451545385572402e+00,-1.001980282689450696e+01,-6.544140760191077710e+00,-8.033514762187394354e+00,-4.443394412481810329e-01,-1.666277527511978995e+00,-7.806798046556989723e-01,2.039676831457653883e+00,-3.255363521496814072e-01,1.733004436953780925e+00,2.700833279330421277e+00,4.688599635076526440e+00,2.400804332937802155e+00,3.755543439728712851e+00,3.369996072132519505e+00,1.608602445790928703e+00,-7.670183276790704108e-01,-2.976318159806842889e+00,-3.787201312174194978e+00,-1.200549186662433598e+00,-8.945963541364827520e-01
